,node_a,node_b,dist,audi
430,3222.0,38018.0,0.0,3.0
431,2960.0,26148.0,0.0,2.0
432,3020.0,35511.0,0.0,2.0
433,8158.0,38019.0,0.0,4.0
434,4061.0,6206.0,0.0,2.0
435,9700.0,37864.0,0.0,3.0
436,14566.0,38023.0,0.0,3.0
437,6286.0,7377.0,0.0,2.0
438,28027.0,38026.0,0.0,3.0
439,7558.0,16414.0,0.0,2.0
440,15118.0,38022.0,0.0,5.0
441,9088.0,22677.0,0.0,2.0
442,30505.0,37919.0,0.0,3.0
443,4215.0,4605.0,0.0,2.0
444,10864.0,38032.0,0.0,3.0
445,33100.0,37989.0,0.0,3.0
446,15870.0,37996.0,0.0,5.0
447,16203.0,38035.0,0.0,6.0
448,23004.0,38036.0,0.0,7.0
449,19063.0,19265.0,0.0,2.0
450,21408.0,38038.0,0.0,3.0
451,9727.0,17335.0,0.0,2.0
452,32252.0,38040.0,0.0,3.0
453,33608.0,38041.0,0.0,4.0
454,12329.0,15788.0,0.0,2.0
455,27196.0,38043.0,0.0,3.0
456,31755.0,38044.0,0.0,4.0
457,32406.0,38045.0,0.0,5.0
458,16548.0,38009.0,0.0,3.0
459,19412.0,38047.0,0.0,4.0
460,16709.0,26454.0,0.0,2.0
461,16986.0,27923.0,0.0,2.0
462,25708.0,38048.0,0.0,5.0
463,22892.0,38010.0,0.0,4.0
464,29219.0,38011.0,0.0,3.0
465,29516.0,38052.0,0.0,5.0
466,24650.0,38012.0,0.0,5.0
467,26657.0,38055.0,0.0,6.0
468,292.0,9792.0,0.0,2.0
469,703.0,27973.0,0.0,2.0
470,1572.0,15699.0,0.0,2.0
471,3696.0,24462.0,0.0,2.0
472,3866.0,5026.0,0.0,2.0
473,27980.0,38051.0,0.0,6.0
474,30039.0,38062.0,0.0,7.0
475,33626.0,38063.0,0.0,8.0
476,35006.0,38064.0,0.0,9.0
477,3737.0,37785.0,0.0,3.0
478,1471.0,37730.0,0.0,3.0
479,729.0,2258.0,0.0,2.0
480,799.0,2636.0,0.0,2.0
481,33663.0,38049.0,0.0,3.0
482,1788.0,6245.0,0.0,2.0
483,9554.0,38069.0,0.0,3.0
484,2906.0,4208.0,0.0,2.0
485,6343.0,38073.0,0.0,3.0
486,4874.0,16945.0,0.0,2.0
487,4946.0,18181.0,0.0,2.0
488,7254.0,38071.0,0.0,3.0
489,8490.0,38074.0,0.0,4.0
490,8232.0,38067.0,0.0,4.0
491,9474.0,38079.0,0.0,5.0
492,10257.0,38078.0,0.0,5.0
493,9143.0,12973.0,0.0,2.0
494,15116.0,38080.0,0.0,6.0
495,9872.0,10495.0,0.0,2.0
496,16666.0,38081.0,0.0,6.0
497,12679.0,38084.0,0.0,3.0
498,12207.0,20379.0,0.0,2.0
499,2405.0,11386.0,0.0,2.0
500,3485.0,6765.0,0.0,2.0
501,5722.0,16450.0,0.0,2.0
502,5995.0,22186.0,0.0,2.0
503,11573.0,38089.0,0.0,3.0
504,7210.0,10906.0,0.0,2.0
505,8540.0,15698.0,0.0,2.0
506,9777.0,13250.0,0.0,2.0
507,10824.0,14360.0,0.0,2.0
508,32046.0,38093.0,0.0,3.0
509,18517.0,38088.0,0.0,3.0
510,19963.0,38092.0,0.0,4.0
511,21122.0,38082.0,0.0,3.0
512,31875.0,38095.0,0.0,3.0
513,14565.0,38096.0,0.0,3.0
514,22637.0,38102.0,0.0,4.0
515,35025.0,38094.0,0.0,3.0
516,16071.0,17465.0,0.0,2.0
517,23547.0,38090.0,0.0,3.0
518,16887.0,31929.0,0.0,2.0
519,31679.0,38105.0,0.0,3.0
520,1060.0,7692.0,0.0,2.0
521,3791.0,13425.0,0.0,2.0
522,5666.0,10890.0,0.0,2.0
523,6539.0,11309.0,0.0,2.0
524,18955.0,38109.0,0.0,3.0
525,11368.0,37900.0,0.0,4.0
526,7933.0,10224.0,0.0,2.0
527,395.0,22604.0,0.0,2.0
528,2911.0,21035.0,0.0,2.0
529,3270.0,4749.0,0.0,2.0
530,3727.0,20487.0,0.0,2.0
531,10755.0,38118.0,0.0,3.0
532,5585.0,33815.0,0.0,2.0
533,6344.0,10061.0,0.0,2.0
534,7395.0,24136.0,0.0,2.0
535,8370.0,8691.0,0.0,2.0
536,15463.0,37669.0,0.0,3.0
537,15791.0,38124.0,0.0,3.0
538,29170.0,38122.0,0.0,3.0
539,19452.0,38120.0,0.0,4.0
540,15820.0,37936.0,0.0,5.0
541,201.0,15857.0,0.0,2.0
542,202.0,3040.0,0.0,2.0
543,203.0,3380.0,0.0,2.0
544,204.0,31513.0,0.0,2.0
545,205.0,3870.0,0.0,2.0
546,206.0,9108.0,0.0,2.0
547,208.0,692.0,0.0,2.0
548,848.0,8673.0,0.0,2.0
549,1187.0,3395.0,0.0,2.0
550,2827.0,28877.0,0.0,2.0
551,8384.0,38138.0,0.0,3.0
552,3563.0,20239.0,0.0,2.0
553,13775.0,23453.0,0.0,2.0
554,211.0,4528.0,0.0,2.0
555,213.0,5401.0,0.0,2.0
556,3756.0,13096.0,0.0,2.0
557,5507.0,9974.0,0.0,2.0
558,10241.0,38146.0,0.0,3.0
559,11693.0,38147.0,0.0,4.0
560,474.0,1064.0,0.0,2.0
561,2330.0,38149.0,0.0,3.0
562,1456.0,15083.0,0.0,2.0
563,6081.0,22450.0,0.0,2.0
564,7730.0,18255.0,0.0,2.0
565,7815.0,20339.0,0.0,2.0
566,12789.0,29772.0,0.0,2.0
567,7630.0,31660.0,0.0,2.0
568,7795.0,18833.0,0.0,2.0
569,8290.0,18127.0,0.0,2.0
570,1044.0,3497.0,0.0,2.0
571,1410.0,10001.0,0.0,2.0
572,10727.0,37693.0,0.0,3.0
573,3416.0,5179.0,0.0,2.0
574,31133.0,38159.0,0.0,3.0
575,388.0,11261.0,0.0,2.0
576,6473.0,25797.0,0.0,2.0
577,7552.0,19639.0,0.0,2.0
578,1636.0,6396.0,0.0,2.0
579,4834.0,30005.0,0.0,2.0
580,23247.0,26891.0,0.0,2.0
581,2574.0,8557.0,0.0,2.0
582,9663.0,15201.0,0.0,2.0
583,5948.0,22251.0,0.0,2.0
584,11057.0,38170.0,0.0,3.0
585,17275.0,38173.0,0.0,4.0
586,11072.0,29261.0,0.0,2.0
587,1464.0,25278.0,0.0,2.0
588,19348.0,38174.0,0.0,5.0
589,25998.0,38177.0,0.0,6.0
590,23049.0,35560.0,0.0,2.0
591,31306.0,38178.0,0.0,7.0
592,16258.0,25511.0,0.0,2.0
593,2690.0,20369.0,0.0,2.0
594,10726.0,15242.0,0.0,2.0
595,25701.0,38183.0,0.0,3.0
596,4432.0,15670.0,0.0,2.0
597,8154.0,8629.0,0.0,2.0
598,16581.0,38186.0,0.0,3.0
599,8752.0,23224.0,0.0,2.0
600,2814.0,30756.0,0.0,2.0
601,30375.0,38188.0,0.0,3.0
602,33994.0,38190.0,0.0,4.0
603,16218.0,37698.0,0.0,3.0
604,12607.0,30587.0,0.0,2.0
605,12925.0,25741.0,0.0,2.0
606,13914.0,20032.0,0.0,2.0
607,15464.0,24024.0,0.0,2.0
608,30416.0,38185.0,0.0,3.0
609,17266.0,38187.0,0.0,4.0
610,4420.0,21363.0,0.0,2.0
611,6794.0,27501.0,0.0,2.0
612,9378.0,16070.0,0.0,2.0
613,943.0,13892.0,0.0,2.0
614,1336.0,6524.0,0.0,2.0
615,2618.0,15917.0,0.0,2.0
616,3166.0,23087.0,0.0,2.0
617,3547.0,7820.0,0.0,2.0
618,464.0,11514.0,0.0,2.0
619,13448.0,34734.0,0.0,2.0
620,19359.0,33609.0,0.0,2.0
621,34782.0,38208.0,0.0,3.0
622,13305.0,25302.0,0.0,2.0
623,4627.0,22398.0,0.0,2.0
624,1390.0,2666.0,0.0,2.0
625,3143.0,5433.0,0.0,2.0
626,10576.0,17568.0,0.0,2.0
627,1303.0,19856.0,0.0,2.0
628,14962.0,21630.0,0.0,2.0
629,7922.0,17156.0,0.0,2.0
630,10302.0,18898.0,0.0,2.0
631,10737.0,32680.0,0.0,2.0
632,10798.0,11159.0,0.0,2.0
633,14172.0,23394.0,0.0,2.0
634,376.0,23257.0,0.0,2.0
635,639.0,8545.0,0.0,2.0
636,1844.0,8531.0,0.0,2.0
637,6959.0,12693.0,0.0,2.0
638,7362.0,15767.0,0.0,2.0
639,29436.0,38225.0,0.0,3.0
640,14715.0,38224.0,0.0,3.0
641,27754.0,38219.0,0.0,3.0
642,2179.0,3343.0,0.0,2.0
643,17276.0,38231.0,0.0,3.0
644,5384.0,25140.0,0.0,2.0
645,22753.0,38226.0,0.0,3.0
646,19349.0,38229.0,0.0,4.0
647,15503.0,16012.0,0.0,2.0
648,23530.0,23624.0,0.0,2.0
649,1049.0,1553.0,0.0,2.0
650,14063.0,38238.0,0.0,3.0
651,2203.0,20967.0,0.0,2.0
652,2571.0,10034.0,0.0,2.0
653,3726.0,18281.0,0.0,2.0
654,7964.0,38162.0,0.0,3.0
655,6603.0,7472.0,0.0,2.0
656,7018.0,7629.0,0.0,2.0
657,8175.0,38244.0,0.0,3.0
658,11122.0,38245.0,0.0,3.0
659,7960.0,30072.0,0.0,2.0
660,12424.0,38243.0,0.0,4.0
661,15915.0,38246.0,0.0,4.0
662,11383.0,38241.0,0.0,3.0
663,11103.0,29141.0,0.0,2.0
664,33443.0,38247.0,0.0,4.0
665,8930.0,13499.0,0.0,2.0
666,2522.0,31287.0,0.0,2.0
667,3345.0,8788.0,0.0,2.0
668,4474.0,14038.0,0.0,2.0
669,10786.0,38256.0,0.0,3.0
670,33841.0,38258.0,0.0,4.0
671,3172.0,10387.0,0.0,2.0
672,27992.0,38260.0,0.0,3.0
673,30867.0,34828.0,0.0,2.0
674,796.0,8405.0,0.0,2.0
675,13116.0,38263.0,0.0,3.0
676,1031.0,2038.0,0.0,2.0
677,3021.0,38265.0,0.0,3.0
678,2345.0,9453.0,0.0,2.0
679,2969.0,15499.0,0.0,2.0
680,31931.0,38266.0,0.0,4.0
681,4726.0,14926.0,0.0,2.0
682,2305.0,37727.0,0.0,3.0
683,1520.0,12189.0,0.0,2.0
684,1878.0,2395.0,0.0,2.0
685,8544.0,38271.0,0.0,4.0
686,11128.0,38273.0,0.0,3.0
687,2802.0,3099.0,0.0,2.0
688,10757.0,38276.0,0.0,3.0
689,6436.0,13895.0,0.0,2.0
690,7110.0,28305.0,0.0,2.0
691,34635.0,38274.0,0.0,5.0
692,9947.0,26780.0,0.0,2.0
693,9061.0,20224.0,0.0,2.0
694,11090.0,14331.0,0.0,2.0
695,6705.0,19537.0,0.0,2.0
696,10116.0,18396.0,0.0,2.0
697,8963.0,17138.0,0.0,2.0
698,15812.0,20334.0,0.0,2.0
699,16401.0,38250.0,0.0,5.0
700,18775.0,38288.0,0.0,6.0
701,22292.0,38286.0,0.0,3.0
702,23700.0,38289.0,0.0,7.0
703,34867.0,38287.0,0.0,3.0
704,21960.0,25187.0,0.0,2.0
705,34028.0,38290.0,0.0,4.0
