,node_a,node_b,dist,audi
8799,35094.0,46386.0,0.0,3.0
8800,30112.0,44525.0,0.0,9.0
8801,33964.0,43521.0,0.0,8.0
8802,18474.0,27366.0,0.0,2.0
8803,24563.0,37990.0,0.0,3.0
8804,28666.0,38091.0,0.0,3.0
8805,32749.0,42598.0,0.0,3.0
8806,9632.0,37789.0,0.0,3.0
8807,10242.0,46395.0,0.0,4.0
8808,26151.0,46396.0,0.0,5.0
8809,12795.0,36206.0,0.0,2.0
8810,23145.0,42917.0,0.0,5.0
8811,34120.0,46387.0,0.0,5.0
8812,11318.0,14407.0,0.0,2.0
8813,12650.0,46315.0,0.0,3.0
8814,32797.0,46394.0,0.0,4.0
8815,3745.0,5686.0,0.0,2.0
8816,9866.0,46404.0,0.0,3.0
8817,11759.0,43530.0,0.0,3.0
8818,22769.0,46406.0,0.0,4.0
8819,20589.0,42800.0,0.0,8.0
8820,22726.0,46408.0,0.0,9.0
8821,21514.0,44078.0,0.0,6.0
8822,10733.0,21725.0,0.0,2.0
8823,10827.0,15483.0,0.0,2.0
8824,34325.0,43210.0,0.0,3.0
8825,27743.0,43224.0,0.0,10.0
8826,13370.0,43287.0,0.0,6.0
8827,16291.0,46415.0,0.0,7.0
8828,18358.0,46416.0,0.0,8.0
8829,19853.0,46417.0,0.0,9.0
8830,27433.0,37991.0,0.0,6.0
8831,18941.0,46147.0,0.0,7.0
8832,21928.0,46420.0,0.0,8.0
8833,22964.0,46421.0,0.0,9.0
8834,23652.0,46422.0,0.0,10.0
8835,29917.0,37003.0,0.0,2.0
8836,792.0,2997.0,0.0,2.0
8837,29859.0,46425.0,0.0,3.0
8838,31457.0,46423.0,0.0,11.0
8839,1086.0,14371.0,0.0,2.0
8840,35221.0,46427.0,0.0,12.0
8841,35738.0,46429.0,0.0,13.0
8842,1307.0,14191.0,0.0,2.0
8843,32459.0,46431.0,0.0,3.0
8844,15386.0,33714.0,0.0,2.0
8845,18508.0,46049.0,0.0,8.0
8846,19762.0,46434.0,0.0,9.0
8847,20154.0,41238.0,0.0,9.0
8848,28561.0,46435.0,0.0,10.0
8849,23874.0,45151.0,0.0,5.0
8850,22566.0,46152.0,0.0,4.0
8851,23904.0,46342.0,0.0,7.0
8852,27443.0,46439.0,0.0,5.0
8853,25237.0,46046.0,0.0,5.0
8854,24902.0,46438.0,0.0,6.0
8855,26162.0,46440.0,0.0,8.0
8856,25665.0,46151.0,0.0,5.0
8857,16389.0,17311.0,0.0,2.0
8858,24312.0,46446.0,0.0,3.0
8859,19979.0,44771.0,0.0,4.0
8860,21852.0,46448.0,0.0,5.0
8861,28907.0,46449.0,0.0,6.0
8862,27529.0,41191.0,0.0,6.0
8863,30828.0,46447.0,0.0,4.0
8864,31472.0,46451.0,0.0,7.0
8865,33242.0,46453.0,0.0,8.0
8866,2451.0,8147.0,0.0,2.0
8867,31364.0,46450.0,0.0,7.0
8868,33972.0,46456.0,0.0,8.0
8869,34507.0,46457.0,0.0,9.0
8870,4810.0,16994.0,0.0,2.0
8871,1832.0,12013.0,0.0,2.0
8872,5912.0,15908.0,0.0,2.0
8873,6943.0,7007.0,0.0,2.0
8874,14679.0,46462.0,0.0,3.0
8875,8053.0,24013.0,0.0,2.0
8876,20490.0,46460.0,0.0,3.0
8877,17810.0,46463.0,0.0,4.0
8878,25640.0,46461.0,0.0,3.0
8879,16550.0,41667.0,0.0,3.0
8880,24144.0,46468.0,0.0,4.0
8881,21116.0,46466.0,0.0,5.0
8882,24167.0,46465.0,0.0,4.0
8883,21794.0,46470.0,0.0,6.0
8884,32926.0,46472.0,0.0,7.0
8885,22895.0,33921.0,0.0,2.0
8886,30804.0,46024.0,0.0,8.0
8887,34964.0,46037.0,0.0,5.0
8888,30884.0,46426.0,0.0,4.0
8889,32518.0,46475.0,0.0,9.0
8890,6154.0,29527.0,0.0,2.0
8891,7011.0,21293.0,0.0,2.0
8892,10381.0,13742.0,0.0,2.0
8893,12539.0,46318.0,0.0,4.0
8894,20605.0,46482.0,0.0,5.0
8895,15784.0,46010.0,0.0,3.0
8896,13693.0,23270.0,0.0,2.0
8897,15627.0,46481.0,0.0,3.0
8898,3739.0,8413.0,0.0,2.0
8899,6205.0,21728.0,0.0,2.0
8900,31994.0,45988.0,0.0,7.0
8901,7534.0,8834.0,0.0,2.0
8902,15843.0,46490.0,0.0,3.0
8903,14372.0,43024.0,0.0,5.0
8904,11055.0,14769.0,0.0,2.0
8905,23940.0,45508.0,0.0,3.0
8906,22232.0,46492.0,0.0,6.0
8907,6148.0,16088.0,0.0,2.0
8908,12647.0,43291.0,0.0,5.0
8909,15671.0,46497.0,0.0,6.0
8910,15354.0,27614.0,0.0,2.0
8911,29739.0,46498.0,0.0,7.0
8912,5429.0,19790.0,0.0,2.0
8913,10022.0,23179.0,0.0,2.0
8914,11788.0,31675.0,0.0,2.0
8915,13149.0,17701.0,0.0,2.0
8916,1691.0,26507.0,0.0,2.0
8917,12464.0,46455.0,0.0,3.0
8918,9191.0,15634.0,0.0,2.0
8919,15513.0,43285.0,0.0,5.0
8920,31901.0,46041.0,0.0,3.0
8921,25681.0,46506.0,0.0,4.0
8922,20058.0,46508.0,0.0,6.0
8923,23941.0,46507.0,0.0,3.0
8924,26786.0,43297.0,0.0,3.0
8925,23440.0,46511.0,0.0,7.0
8926,27705.0,46514.0,0.0,8.0
8927,37307.0,46038.0,0.0,9.0
8928,12934.0,43280.0,0.0,5.0
8929,8683.0,16056.0,0.0,2.0
8930,9941.0,26131.0,0.0,2.0
8931,16050.0,46517.0,0.0,6.0
8932,16489.0,44782.0,0.0,10.0
8933,22826.0,46484.0,0.0,4.0
8934,16856.0,46520.0,0.0,7.0
8935,18581.0,46518.0,0.0,3.0
8936,22721.0,46521.0,0.0,11.0
8937,20271.0,46523.0,0.0,8.0
8938,22301.0,46524.0,0.0,4.0
8939,32945.0,43298.0,0.0,3.0
8940,23334.0,46526.0,0.0,9.0
8941,36632.0,46527.0,0.0,5.0
8942,18686.0,45749.0,0.0,4.0
8943,27599.0,46531.0,0.0,5.0
8944,14438.0,46487.0,0.0,3.0
8945,11435.0,43279.0,0.0,5.0
8946,29351.0,44758.0,0.0,3.0
8947,16661.0,46534.0,0.0,6.0
8948,9955.0,20004.0,0.0,2.0
8949,14603.0,16990.0,0.0,2.0
8950,15589.0,46194.0,0.0,5.0
8951,24952.0,46539.0,0.0,6.0
8952,23492.0,44770.0,0.0,4.0
8953,35663.0,46442.0,0.0,6.0
8954,16130.0,19196.0,0.0,2.0
8955,23693.0,44989.0,0.0,4.0
8956,19109.0,24166.0,0.0,2.0
8957,21912.0,46543.0,0.0,3.0
8958,33338.0,46546.0,0.0,4.0
8959,4094.0,15209.0,0.0,2.0
8960,9076.0,21685.0,0.0,2.0
8961,17722.0,43197.0,0.0,3.0
8962,10238.0,10811.0,0.0,2.0
8963,14155.0,46551.0,0.0,3.0
8964,15457.0,41891.0,0.0,3.0
8965,5210.0,9132.0,0.0,2.0
8966,4948.0,10791.0,0.0,2.0
8967,30760.0,46555.0,0.0,3.0
8968,18196.0,45178.0,0.0,4.0
8969,18620.0,46257.0,0.0,6.0
8970,19179.0,44841.0,0.0,4.0
8971,18098.0,46256.0,0.0,7.0
8972,22003.0,46560.0,0.0,8.0
8973,22915.0,46557.0,0.0,5.0
8974,19935.0,46558.0,0.0,7.0
8975,20854.0,46559.0,0.0,5.0
8976,25508.0,43923.0,0.0,4.0
8977,17041.0,22542.0,0.0,2.0
8978,27428.0,44535.0,0.0,3.0
8979,27645.0,46567.0,0.0,4.0
8980,17502.0,46553.0,0.0,4.0
8981,16352.0,23811.0,0.0,2.0
8982,34887.0,45060.0,0.0,4.0
8983,35062.0,46569.0,0.0,5.0
8984,20326.0,34461.0,0.0,2.0
8985,24638.0,46407.0,0.0,5.0
8986,3411.0,14208.0,0.0,2.0
8987,28777.0,46437.0,0.0,11.0
8988,564.0,5588.0,0.0,2.0
8989,10716.0,46577.0,0.0,3.0
8990,9559.0,16929.0,0.0,2.0
8991,34441.0,46578.0,0.0,4.0
8992,15476.0,39967.0,0.0,5.0
8993,13245.0,13788.0,0.0,2.0
8994,18713.0,46582.0,0.0,3.0
8995,21414.0,46581.0,0.0,6.0
8996,17771.0,45785.0,0.0,6.0
8997,18943.0,46579.0,0.0,3.0
8998,18511.0,46585.0,0.0,7.0
8999,26997.0,46587.0,0.0,8.0
9000,3930.0,31940.0,0.0,2.0
9001,6449.0,14280.0,0.0,2.0
9002,26425.0,46586.0,0.0,4.0
9003,29122.0,46564.0,0.0,6.0
9004,28010.0,46584.0,0.0,7.0
9005,27561.0,43815.0,0.0,11.0
9006,30796.0,46445.0,0.0,6.0
9007,35701.0,43468.0,0.0,4.0
9008,26906.0,46444.0,0.0,9.0
9009,684.0,725.0,0.0,2.0
9010,1042.0,46598.0,0.0,3.0
9011,12569.0,46599.0,0.0,4.0
9012,4451.0,17314.0,0.0,2.0
9013,5823.0,34679.0,0.0,2.0
9014,6550.0,19345.0,0.0,2.0
9015,7645.0,11586.0,0.0,2.0
9016,29084.0,46597.0,0.0,10.0
9017,33757.0,46588.0,0.0,9.0
9018,27660.0,46441.0,0.0,6.0
9019,28415.0,46594.0,0.0,12.0
9020,29176.0,46607.0,0.0,7.0
9021,29704.0,46593.0,0.0,8.0
9022,29262.0,46608.0,0.0,13.0
9023,33030.0,46605.0,0.0,11.0
9024,31523.0,46609.0,0.0,8.0
9025,30443.0,46610.0,0.0,9.0
9026,1127.0,9009.0,0.0,2.0
9027,5148.0,45488.0,0.0,3.0
9028,3236.0,5425.0,0.0,2.0
9029,3408.0,8860.0,0.0,2.0
9030,3703.0,14526.0,0.0,2.0
9031,35453.0,46614.0,0.0,10.0
9032,32103.0,46613.0,0.0,9.0
9033,35401.0,46621.0,0.0,10.0
9034,33317.0,45722.0,0.0,7.0
9035,18328.0,28695.0,0.0,2.0
9036,18817.0,25436.0,0.0,2.0
9037,26596.0,46625.0,0.0,3.0
9038,30286.0,46626.0,0.0,4.0
9039,29856.0,46624.0,0.0,3.0
9040,30342.0,46628.0,0.0,4.0
9041,23969.0,46491.0,0.0,4.0
9042,27761.0,46376.0,0.0,7.0
9043,27876.0,46631.0,0.0,8.0
9044,32251.0,46632.0,0.0,9.0
9045,33775.0,46633.0,0.0,10.0
9046,12764.0,15309.0,0.0,2.0
9047,15938.0,46635.0,0.0,3.0
9048,24739.0,46636.0,0.0,4.0
9049,20322.0,45788.0,0.0,5.0
9050,23645.0,46638.0,0.0,6.0
9051,27071.0,46639.0,0.0,7.0
9052,34073.0,46637.0,0.0,5.0
9053,32861.0,46640.0,0.0,8.0
9054,28389.0,46374.0,0.0,7.0
9055,21598.0,26601.0,0.0,2.0
9056,21880.0,46536.0,0.0,7.0
9057,21500.0,27642.0,0.0,2.0
9058,24962.0,46645.0,0.0,8.0
9059,25415.0,29185.0,0.0,2.0
9060,35645.0,46646.0,0.0,3.0
9061,32662.0,46648.0,0.0,3.0
9062,36588.0,46535.0,0.0,4.0
9063,33703.0,46650.0,0.0,4.0
9064,34114.0,46652.0,0.0,5.0
9065,1939.0,17770.0,0.0,2.0
9066,14856.0,46275.0,0.0,3.0
9067,17345.0,43038.0,0.0,3.0
9068,20515.0,46655.0,0.0,4.0
9069,20761.0,43414.0,0.0,3.0
9070,30073.0,45772.0,0.0,4.0
9071,22735.0,46656.0,0.0,4.0
9072,21753.0,41743.0,0.0,6.0
9073,24297.0,46537.0,0.0,3.0
9074,33457.0,46657.0,0.0,5.0
9075,1953.0,9953.0,0.0,2.0
9076,7898.0,9970.0,0.0,2.0
9077,21866.0,46664.0,0.0,3.0
9078,16406.0,46665.0,0.0,3.0
9079,19289.0,46274.0,0.0,3.0
9080,17922.0,46486.0,0.0,4.0
9081,15718.0,28335.0,0.0,2.0
9082,15762.0,32964.0,0.0,2.0
9083,17583.0,46667.0,0.0,4.0
9084,23035.0,46672.0,0.0,5.0
9085,21723.0,46504.0,0.0,3.0
9086,21851.0,44775.0,0.0,8.0
9087,2472.0,24189.0,0.0,2.0
9088,22766.0,46674.0,0.0,4.0
9089,23972.0,46675.0,0.0,9.0
9090,23111.0,46677.0,0.0,5.0
9091,37044.0,46679.0,0.0,6.0
9092,24623.0,46678.0,0.0,10.0
9093,33721.0,46681.0,0.0,11.0
9094,26772.0,43561.0,0.0,9.0
9095,1831.0,9612.0,0.0,2.0
9096,18457.0,46684.0,0.0,3.0
9097,11871.0,13121.0,0.0,2.0
9098,32552.0,43357.0,0.0,3.0
9099,35219.0,46686.0,0.0,3.0
9100,32568.0,46266.0,0.0,5.0
9101,8745.0,18968.0,0.0,2.0
9102,11175.0,12754.0,0.0,2.0
9103,33388.0,46503.0,0.0,3.0
9104,5279.0,6335.0,0.0,2.0
9105,9054.0,46693.0,0.0,3.0
9106,25487.0,46694.0,0.0,4.0
9107,17158.0,43942.0,0.0,5.0
9108,15477.0,33392.0,0.0,2.0
9109,27070.0,44772.0,0.0,7.0
9110,18024.0,46696.0,0.0,6.0
9111,23028.0,46699.0,0.0,7.0
9112,18263.0,26812.0,0.0,2.0
9113,27500.0,46700.0,0.0,8.0
9114,24483.0,46469.0,0.0,5.0
9115,31340.0,46703.0,0.0,6.0
9116,2610.0,14713.0,0.0,2.0
9117,3526.0,14075.0,0.0,2.0
9118,34777.0,43811.0,0.0,6.0
9119,27891.0,46698.0,0.0,8.0
9120,30734.0,46708.0,0.0,9.0
9121,31043.0,46709.0,0.0,10.0
9122,760.0,15433.0,0.0,2.0
9123,12177.0,45359.0,0.0,3.0
9124,33876.0,46701.0,0.0,3.0
9125,27207.0,36171.0,0.0,2.0
9126,27763.0,46702.0,0.0,9.0
9127,32206.0,46715.0,0.0,10.0
9128,28121.0,46532.0,0.0,6.0
9129,14198.0,43409.0,0.0,3.0
9130,14532.0,43388.0,0.0,4.0
9131,16546.0,46719.0,0.0,5.0
9132,17089.0,33368.0,0.0,2.0
9133,17442.0,46720.0,0.0,6.0
9134,18573.0,46722.0,0.0,7.0
9135,19253.0,34666.0,0.0,2.0
9136,21657.0,46723.0,0.0,8.0
9137,1825.0,9094.0,0.0,2.0
9138,6181.0,6937.0,0.0,2.0
9139,14743.0,46727.0,0.0,3.0
9140,19247.0,46726.0,0.0,3.0
9141,10648.0,17685.0,0.0,2.0
9142,23860.0,46014.0,0.0,3.0
9143,23764.0,46725.0,0.0,9.0
9144,24562.0,46731.0,0.0,4.0
9145,29109.0,46733.0,0.0,5.0
9146,21502.0,45263.0,0.0,3.0
9147,29349.0,45538.0,0.0,3.0
9148,13296.0,14608.0,0.0,2.0
9149,14306.0,32817.0,0.0,2.0
9150,27635.0,46737.0,0.0,3.0
9151,35029.0,46728.0,0.0,4.0
9152,27625.0,43842.0,0.0,5.0
9153,22500.0,43838.0,0.0,3.0
9154,24265.0,46735.0,0.0,4.0
9155,34252.0,46732.0,0.0,10.0
9156,8057.0,22992.0,0.0,2.0
9157,34912.0,46710.0,0.0,11.0
9158,34948.0,46744.0,0.0,11.0
9159,35017.0,46747.0,0.0,12.0
9160,7464.0,14412.0,0.0,2.0
9161,15157.0,46749.0,0.0,3.0
9162,12173.0,28651.0,0.0,2.0
9163,32145.0,45352.0,0.0,4.0
9164,28521.0,41332.0,0.0,3.0
9165,28920.0,46753.0,0.0,4.0
9166,33274.0,46754.0,0.0,5.0
9167,5831.0,17401.0,0.0,2.0
9168,26063.0,46756.0,0.0,3.0
9169,31351.0,46668.0,0.0,4.0
9170,2580.0,2908.0,0.0,2.0
9171,25357.0,46759.0,0.0,3.0
9172,3285.0,13130.0,0.0,2.0
9173,3312.0,9800.0,0.0,2.0
9174,23687.0,46762.0,0.0,3.0
9175,13208.0,46761.0,0.0,3.0
9176,25076.0,33518.0,0.0,2.0
9177,33501.0,42317.0,0.0,8.0
9178,30242.0,46500.0,0.0,8.0
9179,10312.0,46263.0,0.0,3.0
9180,9966.0,12653.0,0.0,2.0
9181,16967.0,46768.0,0.0,4.0
9182,3632.0,28275.0,0.0,2.0
9183,13752.0,16746.0,0.0,2.0
9184,28384.0,46772.0,0.0,3.0
9185,34275.0,44677.0,0.0,3.0
9186,35405.0,46622.0,0.0,11.0
9187,15313.0,46402.0,0.0,4.0
9188,15506.0,46776.0,0.0,5.0
9189,7770.0,16707.0,0.0,2.0
9190,17965.0,46777.0,0.0,6.0
9191,19417.0,46779.0,0.0,7.0
9192,19209.0,24201.0,0.0,2.0
9193,22483.0,46780.0,0.0,8.0
9194,23053.0,45604.0,0.0,3.0
9195,24652.0,46782.0,0.0,9.0
9196,23598.0,46783.0,0.0,4.0
9197,23147.0,23947.0,0.0,2.0
9198,23794.0,43806.0,0.0,8.0
9199,24824.0,46785.0,0.0,5.0
9200,30757.0,46787.0,0.0,9.0
9201,7281.0,13644.0,0.0,2.0
9202,9975.0,10626.0,0.0,2.0
9203,10012.0,19313.0,0.0,2.0
9204,16549.0,46791.0,0.0,3.0
9205,12426.0,26427.0,0.0,2.0
9206,16497.0,46790.0,0.0,3.0
9207,19435.0,46795.0,0.0,4.0
9208,30413.0,46793.0,0.0,4.0
9209,28752.0,46781.0,0.0,3.0
9210,3458.0,14255.0,0.0,2.0
9211,33836.0,46798.0,0.0,4.0
9212,34498.0,46789.0,0.0,10.0
9213,21762.0,38087.0,0.0,3.0
9214,23003.0,46802.0,0.0,4.0
9215,34904.0,46758.0,0.0,5.0
9216,4594.0,10961.0,0.0,2.0
9217,7361.0,18116.0,0.0,2.0
9218,13075.0,46805.0,0.0,3.0
9219,16692.0,46807.0,0.0,4.0
9220,25471.0,43258.0,0.0,3.0
9221,32858.0,35215.0,0.0,2.0
9222,8791.0,24317.0,0.0,2.0
9223,19638.0,41801.0,0.0,5.0
9224,17617.0,28669.0,0.0,2.0
9225,21495.0,43454.0,0.0,5.0
9226,22269.0,46812.0,0.0,6.0
9227,22466.0,41851.0,0.0,5.0
9228,21943.0,41487.0,0.0,5.0
9229,24335.0,46814.0,0.0,6.0
9230,25695.0,46661.0,0.0,7.0
9231,21857.0,23027.0,0.0,2.0
9232,31587.0,46817.0,0.0,6.0
9233,22236.0,45787.0,0.0,7.0
9234,28781.0,46822.0,0.0,8.0
9235,24684.0,46815.0,0.0,7.0
9236,29454.0,46816.0,0.0,6.0
9237,4751.0,6889.0,0.0,2.0
9238,5519.0,18747.0,0.0,2.0
9239,13617.0,46826.0,0.0,3.0
9240,7061.0,16331.0,0.0,2.0
9241,10568.0,35419.0,0.0,2.0
9242,5610.0,27332.0,0.0,2.0
9243,32943.0,46819.0,0.0,8.0
9244,20430.0,46827.0,0.0,3.0
9245,19629.0,29839.0,0.0,2.0
9246,20249.0,40268.0,0.0,8.0
9247,21822.0,46835.0,0.0,9.0
9248,33892.0,46370.0,0.0,5.0
9249,10722.0,22054.0,0.0,2.0
9250,1729.0,24090.0,0.0,2.0
9251,3486.0,9060.0,0.0,2.0
9252,30104.0,45521.0,0.0,3.0
9253,19878.0,21587.0,0.0,2.0
9254,16655.0,45365.0,0.0,3.0
9255,14503.0,27967.0,0.0,2.0
9256,6370.0,14535.0,0.0,2.0
9257,23075.0,46838.0,0.0,3.0
9258,19732.0,45718.0,0.0,3.0
9259,20384.0,46847.0,0.0,4.0
9260,2356.0,17533.0,0.0,2.0
9261,35403.0,45842.0,0.0,5.0
9262,2579.0,2672.0,0.0,2.0
9263,7106.0,46851.0,0.0,3.0
9264,3059.0,30509.0,0.0,2.0
9265,5406.0,6641.0,0.0,2.0
9266,9260.0,46854.0,0.0,3.0
9267,610.0,11490.0,0.0,2.0
9268,4380.0,15966.0,0.0,2.0
9269,7118.0,20579.0,0.0,2.0
9270,12247.0,30434.0,0.0,2.0
9271,23550.0,35141.0,0.0,2.0
9272,26588.0,41784.0,0.0,3.0
9273,9369.0,30235.0,0.0,2.0
9274,30805.0,46861.0,0.0,4.0
9275,29065.0,30874.0,0.0,2.0
9276,5769.0,18205.0,0.0,2.0
9277,5879.0,30460.0,0.0,2.0
9278,6956.0,15882.0,0.0,2.0
9279,7537.0,27874.0,0.0,2.0
9280,5908.0,14915.0,0.0,2.0
9281,16585.0,27691.0,0.0,2.0
9282,17981.0,31511.0,0.0,2.0
9283,31733.0,34594.0,0.0,2.0
9284,5968.0,11952.0,0.0,2.0
9285,28680.0,46873.0,0.0,3.0
9286,21064.0,45603.0,0.0,3.0
9287,14952.0,46869.0,0.0,3.0
9288,19009.0,46876.0,0.0,4.0
9289,21000.0,46877.0,0.0,5.0
9290,27568.0,46878.0,0.0,6.0
9291,35179.0,45820.0,0.0,3.0
9292,9391.0,24260.0,0.0,2.0
9293,11008.0,11931.0,0.0,2.0
9294,25913.0,46882.0,0.0,3.0
9295,13863.0,45751.0,0.0,3.0
9296,15420.0,46884.0,0.0,4.0
9297,34422.0,43017.0,0.0,4.0
9298,36688.0,46886.0,0.0,5.0
9299,4442.0,15991.0,0.0,2.0
9300,5520.0,9215.0,0.0,2.0
9301,5727.0,10172.0,0.0,2.0
9302,10406.0,12641.0,0.0,2.0
9303,32159.0,45547.0,0.0,3.0
9304,12625.0,21850.0,0.0,2.0
9305,13999.0,29611.0,0.0,2.0
9306,17046.0,35068.0,0.0,2.0
9307,2543.0,4352.0,0.0,2.0
9308,34885.0,46896.0,0.0,3.0
9309,10682.0,11472.0,0.0,2.0
9310,22179.0,46898.0,0.0,3.0
9311,16505.0,41171.0,0.0,3.0
9312,34280.0,46641.0,0.0,6.0
9313,32086.0,46894.0,0.0,3.0
9314,30845.0,46643.0,0.0,8.0
9315,31574.0,46903.0,0.0,9.0
9316,2365.0,18253.0,0.0,2.0
9317,11327.0,23127.0,0.0,2.0
9318,18005.0,19797.0,0.0,2.0
9319,16533.0,25774.0,0.0,2.0
9320,24943.0,42950.0,0.0,3.0
9321,17681.0,19406.0,0.0,2.0
9322,18754.0,32509.0,0.0,2.0
9323,33123.0,45809.0,0.0,4.0
9324,23651.0,46910.0,0.0,3.0
9325,29560.0,42952.0,0.0,5.0
9326,22004.0,23711.0,0.0,2.0
9327,1792.0,15085.0,0.0,2.0
9328,22343.0,46889.0,0.0,3.0
9329,11244.0,13683.0,0.0,2.0
9330,15468.0,46918.0,0.0,3.0
9331,14741.0,18939.0,0.0,2.0
9332,15187.0,19547.0,0.0,2.0
9333,17108.0,46919.0,0.0,4.0
9334,3130.0,18668.0,0.0,2.0
9335,11308.0,14423.0,0.0,2.0
9336,1558.0,16507.0,0.0,2.0
9337,23678.0,25192.0,0.0,2.0
9338,34779.0,41174.0,0.0,3.0
9339,29408.0,32607.0,0.0,2.0
9340,1740.0,8771.0,0.0,2.0
9341,13143.0,46929.0,0.0,3.0
9342,15438.0,46930.0,0.0,4.0
9343,23751.0,46931.0,0.0,5.0
9344,3043.0,13324.0,0.0,2.0
9345,19329.0,46933.0,0.0,3.0
9346,14039.0,19023.0,0.0,2.0
9347,34723.0,45531.0,0.0,3.0
9348,14703.0,46615.0,0.0,3.0
9349,19555.0,46937.0,0.0,4.0
9350,5648.0,20473.0,0.0,2.0
9351,9971.0,27882.0,0.0,2.0
9352,12441.0,27714.0,0.0,2.0
9353,4224.0,19736.0,0.0,2.0
9354,4633.0,22702.0,0.0,2.0
9355,18232.0,20994.0,0.0,2.0
9356,5426.0,45529.0,0.0,3.0
9357,13160.0,46945.0,0.0,4.0
9358,13428.0,46946.0,0.0,5.0
9359,28465.0,46947.0,0.0,6.0
9360,19319.0,31104.0,0.0,2.0
9361,34303.0,46939.0,0.0,3.0
9362,9708.0,32077.0,0.0,2.0
9363,9884.0,32863.0,0.0,2.0
9364,26852.0,41177.0,0.0,7.0
9365,24219.0,46836.0,0.0,10.0
9366,27134.0,46954.0,0.0,11.0
9367,15793.0,45230.0,0.0,4.0
9368,12526.0,20743.0,0.0,2.0
9369,1585.0,3969.0,0.0,2.0
9370,20688.0,46436.0,0.0,10.0
9371,21145.0,40183.0,0.0,7.0
9372,25399.0,46959.0,0.0,11.0
9373,480.0,4182.0,0.0,2.0
9374,1210.0,3629.0,0.0,2.0
9375,3460.0,5971.0,0.0,2.0
9376,9318.0,46963.0,0.0,3.0
9377,5154.0,46962.0,0.0,3.0
9378,4570.0,14804.0,0.0,2.0
9379,4815.0,24477.0,0.0,2.0
9380,22442.0,46966.0,0.0,4.0
9381,5646.0,6808.0,0.0,2.0
9382,9351.0,46964.0,0.0,3.0
9383,9511.0,46970.0,0.0,3.0
9384,22768.0,46960.0,0.0,8.0
9385,27513.0,46973.0,0.0,9.0
9386,28697.0,45638.0,0.0,5.0
9387,25687.0,46818.0,0.0,7.0
9388,35664.0,46961.0,0.0,12.0
9389,25826.0,46976.0,0.0,8.0
9390,26465.0,46978.0,0.0,9.0
9391,26232.0,40565.0,0.0,10.0
9392,34616.0,46980.0,0.0,11.0
9393,29855.0,46979.0,0.0,10.0
9394,1790.0,30167.0,0.0,2.0
9395,6969.0,15290.0,0.0,2.0
9396,24064.0,46971.0,0.0,4.0
9397,11380.0,20880.0,0.0,2.0
9398,28252.0,37772.0,0.0,3.0
9399,22155.0,46986.0,0.0,3.0
9400,25565.0,46988.0,0.0,4.0
9401,3953.0,9002.0,0.0,2.0
9402,17586.0,46958.0,0.0,3.0
9403,30501.0,46982.0,0.0,11.0
9404,31390.0,46992.0,0.0,12.0
9405,5382.0,10974.0,0.0,2.0
9406,12327.0,46994.0,0.0,3.0
9407,31993.0,46995.0,0.0,4.0
9408,11957.0,46990.0,0.0,3.0
9409,12088.0,46997.0,0.0,4.0
9410,17604.0,45549.0,0.0,4.0
9411,28061.0,45534.0,0.0,3.0
9412,1427.0,14668.0,0.0,2.0
9413,25530.0,33461.0,0.0,2.0
9414,33112.0,46941.0,0.0,3.0
9415,31056.0,47001.0,0.0,3.0
9416,35716.0,46949.0,0.0,3.0
9417,35758.0,47003.0,0.0,4.0
9418,7511.0,12030.0,0.0,2.0
9419,25534.0,44615.0,0.0,3.0
9420,5348.0,8440.0,0.0,2.0
9421,8093.0,9551.0,0.0,2.0
9422,15647.0,47009.0,0.0,3.0
9423,20036.0,47010.0,0.0,3.0
9424,13115.0,17961.0,0.0,2.0
9425,20531.0,42954.0,0.0,3.0
9426,28041.0,47011.0,0.0,4.0
9427,21997.0,43566.0,0.0,4.0
9428,17318.0,27081.0,0.0,2.0
9429,8137.0,21330.0,0.0,2.0
9430,1352.0,9387.0,0.0,2.0
9431,2447.0,7383.0,0.0,2.0
9432,4523.0,34852.0,0.0,2.0
9433,15070.0,45510.0,0.0,3.0
9434,1972.0,2549.0,0.0,2.0
9435,2268.0,22320.0,0.0,2.0
9436,11438.0,47023.0,0.0,3.0
9437,4169.0,12817.0,0.0,2.0
9438,5791.0,11242.0,0.0,2.0
9439,21496.0,43039.0,0.0,3.0
9440,29874.0,43459.0,0.0,3.0
9441,21398.0,40338.0,0.0,3.0
9442,27138.0,46165.0,0.0,3.0
9443,22548.0,47030.0,0.0,4.0
9444,25384.0,36138.0,0.0,2.0
9445,2279.0,6898.0,0.0,2.0
9446,28033.0,47034.0,0.0,3.0
9447,18957.0,25980.0,0.0,2.0
9448,29157.0,33789.0,0.0,2.0
9449,34040.0,47019.0,0.0,3.0
9450,13603.0,18771.0,0.0,2.0
9451,22693.0,37802.0,0.0,3.0
9452,1641.0,27123.0,0.0,2.0
9453,23625.0,47040.0,0.0,4.0
9454,23198.0,46660.0,0.0,5.0
9455,27173.0,47043.0,0.0,6.0
9456,31974.0,46510.0,0.0,5.0
9457,28568.0,47044.0,0.0,7.0
9458,32393.0,47046.0,0.0,8.0
9459,29023.0,46823.0,0.0,9.0
9460,34214.0,47048.0,0.0,10.0
9461,27661.0,47042.0,0.0,5.0
9462,27798.0,47050.0,0.0,6.0
9463,27964.0,47051.0,0.0,7.0
9464,28936.0,47052.0,0.0,8.0
